CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus
51078,0,11,Phone,1,10,CC,Female,2,3,Mobile,3,Married
51079,0,26,Mobile Phone,1,30,Credit Card,Male,2,1,Fashion,1,Married
51080,1,11,Computer,3,,CC,Female,3,3,Mobile,3,Married
51081,1,,Mobile Phone,1,8,Debit Card,Male,3,3,Mobile Phone,4,Single
51082,0,0,Computer,1,,CC,Male,3,3,Mobile,1,Single
51083,0,28,Phone,1,28,COD,Male,3,4,Mobile,4,Married
51084,0,7,Phone,1,11,Credit Card,Male,2,4,Laptop & Accessory,1,Married
51085,0,30,Mobile Phone,1,6,Credit Card,Male,3,5,Fashion,1,Married
51086,0,,Phone,1,27,CC,Male,3,1,Mobile,4,Married
51087,0,10,Computer,3,6,Credit Card,Male,2,5,Laptop & Accessory,1,Married
51088,0,7,Phone,1,25,Debit Card,Female,,4,Mobile,1,Married
51089,1,,Phone,3,13,Debit Card,Male,2,3,Mobile,1,Married
51090,0,17,Mobile Phone,1,8,Debit Card,Female,3,1,Fashion,1,Married
51091,0,8,Computer,1,8,Credit Card,Male,3,4,Mobile Phone,1,Single
51092,0,16,Mobile Phone,3,8,Credit Card,Male,3,3,Laptop & Accessory,1,Married
51093,0,0,Phone,1,15,Credit Card,Male,3,1,Mobile Phone,3,Married
51094,0,14,Mobile Phone,3,12,E wallet,Male,2,3,Fashion,3,Single
51095,0,2,Phone,1,15,CC,Female,,3,Mobile,3,Married
51096,0,9,Phone,3,8,Debit Card,Female,2,3,Laptop & Accessory,1,Single
51097,0,18,Computer,1,6,Debit Card,Male,3,4,Fashion,3,Married
51098,1,,Mobile Phone,2,28,UPI,Male,2,5,Mobile Phone,3,Married
51099,1,10,Computer,3,15,Debit Card,Male,2,5,Grocery,3,Married
51100,0,,Phone,1,23,CC,Male,3,5,Mobile,3,Married
51101,0,18,Mobile Phone,1,34,Cash on Delivery,Female,2,4,Grocery,4,Single
51102,0,5,Computer,1,16,Debit Card,Male,2,3,Mobile,3,Married
51103,0,4,Phone,1,8,Debit Card,Male,3,3,Mobile,3,Married
51104,0,14,Computer,2,10,UPI,Male,2,5,Laptop & Accessory,4,Married
51105,0,13,Mobile Phone,1,14,Debit Card,Female,3,3,Laptop & Accessory,5,Married
51106,0,0,Phone,1,35,Credit Card,Male,3,3,Mobile Phone,5,Married
51107,0,19,Mobile Phone,1,19,Debit Card,Male,2,3,Laptop & Accessory,4,Single
51108,0,8,Mobile Phone,1,33,Debit Card,Male,2,3,Laptop & Accessory,3,Married
51109,0,3,Phone,1,22,Debit Card,Male,,3,Mobile,1,Married
51110,0,20,Computer,3,8,E wallet,Male,2,3,Laptop & Accessory,4,Married
51111,0,19,Mobile Phone,3,8,Debit Card,Male,3,3,Fashion,1,Married
51112,1,0,Mobile Phone,3,19,E wallet,Male,3,4,Laptop & Accessory,5,Married
51113,1,0,Mobile Phone,3,6,Debit Card,Male,2,5,Laptop & Accessory,4,Single
51114,0,0,Phone,1,10,CC,Female,2,3,Mobile,4,Single
51115,0,4,Computer,1,30,COD,Female,1,3,Laptop & Accessory,1,Single
51116,0,12,Computer,1,6,Debit Card,Male,3,3,Laptop & Accessory,1,Married
51117,0,5,Mobile Phone,3,25,Debit Card,Male,3,5,Fashion,3,Married
51118,0,13,Mobile Phone,3,13,Credit Card,Male,2,3,Others,4,Single
51119,0,18,Mobile Phone,2,10,Debit Card,Female,2,5,Fashion,3,Married
51120,0,3,Computer,1,8,COD,Female,3,4,Mobile Phone,5,Single
51121,0,,Computer,2,16,CC,Male,2,3,Mobile,1,Married
51122,1,,Computer,2,14,UPI,Female,3,4,Mobile,1,Married
51123,0,4,Mobile Phone,3,11,COD,Male,2,3,Laptop & Accessory,3,Married
51124,0,0,Phone,1,14,CC,Female,3,3,Mobile,1,Single
51125,1,0,Phone,3,15,E wallet,Female,,5,Mobile,4,Single
51126,0,2,Computer,1,6,Debit Card,Male,3,1,Laptop & Accessory,3,Single
51127,0,3,Mobile Phone,3,21,E wallet,Male,3,4,Fashion,5,Married
51128,0,7,Phone,1,8,CC,Male,,1,Mobile,1,Married
51129,0,6,Computer,3,8,E wallet,Female,3,3,Laptop & Accessory,4,Single
51130,0,22,Phone,3,17,E wallet,Female,3,3,Laptop & Accessory,1,Single
51131,1,0,Mobile Phone,3,22,Debit Card,Female,3,3,Fashion,5,Single
51132,0,11,Computer,1,,CC,Female,3,4,Mobile,4,Married
51133,1,0,Mobile Phone,3,22,E wallet,Male,3,3,Fashion,3,Married
51134,0,,Phone,1,10,Cash on Delivery,Female,3,4,Mobile,5,Married
51135,0,0,Mobile Phone,1,22,Debit Card,Male,2,1,Laptop & Accessory,3,Married
51136,0,5,Computer,1,11,COD,Male,,3,Mobile,4,Single
51137,0,11,Mobile Phone,1,24,Credit Card,Male,2,5,Laptop & Accessory,1,Married
51138,1,6,Computer,1,,COD,Male,2,4,Mobile,3,Married
51139,0,15,Phone,1,18,CC,Male,,3,Mobile,4,Married
51140,0,28,Mobile Phone,1,8,Credit Card,Male,2,4,Others,5,Married
51141,0,6,Computer,1,10,COD,Male,,3,Laptop & Accessory,4,Married
51142,0,,Phone,1,15,Debit Card,Male,3,3,Mobile,5,Married
51143,0,7,Computer,3,16,Debit Card,Male,2,3,Laptop & Accessory,3,Married
51144,0,26,Computer,1,6,Credit Card,Female,2,4,Grocery,3,Married
51145,0,16,Phone,2,8,Debit Card,Male,3,3,Mobile,1,Single
51146,0,7,Mobile Phone,3,9,Debit Card,Female,2,5,Laptop & Accessory,1,Single
51147,1,0,Phone,3,13,E wallet,Male,,3,Mobile,4,Single
51148,0,11,Phone,1,12,UPI,Female,2,4,Mobile Phone,3,Married
51149,1,0,Phone,1,,CC,Female,3,3,Mobile,5,Married
51150,0,4,Mobile Phone,3,35,E wallet,Female,3,4,Laptop & Accessory,1,Married
51151,0,24,Mobile Phone,1,9,Cash on Delivery,Female,2,3,Fashion,3,Married
51152,0,10,Phone,3,15,E wallet,Male,2,4,Laptop & Accessory,4,Married
51153,0,19,Mobile Phone,1,8,Credit Card,Male,2,3,Others,1,Married
51154,0,9,Mobile Phone,1,16,Debit Card,Male,2,3,Fashion,5,Married
51155,1,7,Computer,1,,CC,Male,2,3,Mobile,4,Married
51156,0,10,Phone,2,14,UPI,Male,2,3,Laptop & Accessory,4,Married
51157,1,0,Mobile Phone,3,33,Debit Card,Male,2,3,Laptop & Accessory,1,Single
51158,0,6,Phone,1,14,Debit Card,Male,,1,Mobile,5,Married
51159,0,,Phone,1,6,Debit Card,Male,2,3,Mobile,1,Married
51160,0,12,Mobile Phone,1,16,Credit Card,Male,3,3,Fashion,3,Single
51161,0,19,Computer,3,32,Debit Card,Male,3,4,Laptop & Accessory,4,Single
51162,0,13,Phone,1,8,Debit Card,Female,2,3,Mobile,5,Married
51163,0,15,Mobile Phone,1,19,Credit Card,Male,3,1,Laptop & Accessory,5,Married
51164,0,8,Computer,1,8,Credit Card,Male,2,3,Laptop & Accessory,1,Married
51165,0,11,Computer,2,,UPI,Male,3,3,Mobile,4,Married
51166,1,0,Computer,1,15,Debit Card,Male,3,3,Laptop & Accessory,5,Married
51167,1,0,Phone,1,16,Credit Card,Male,2,3,Laptop & Accessory,5,Single
51168,0,12,Computer,3,26,Debit Card,Male,2,3,Laptop & Accessory,1,Married
51169,0,16,Computer,1,,Debit Card,Male,2,3,Mobile,3,Single
51170,0,14,Mobile Phone,1,11,Debit Card,Male,2,1,Laptop & Accessory,4,Single
51171,0,14,Mobile Phone,3,10,E wallet,Female,2,3,Fashion,3,Married
51172,0,3,Mobile Phone,1,16,Credit Card,Female,3,3,Fashion,3,Single
51173,1,,Phone,2,26,CC,Female,3,3,Mobile,4,Married
51174,1,9,Mobile Phone,1,27,Credit Card,Female,3,3,Laptop & Accessory,4,Married
51175,0,13,Mobile Phone,1,6,Debit Card,Female,2,3,Laptop & Accessory,1,Married
51176,0,7,Mobile Phone,3,14,COD,Male,3,1,Laptop & Accessory,3,Married
51177,0,30,Computer,3,8,Credit Card,Male,2,3,Grocery,4,Married
51178,0,8,Phone,1,29,CC,Male,,5,Mobile,3,Married
51179,0,20,Mobile Phone,1,10,Debit Card,Female,3,4,Fashion,4,Married
51180,0,13,Phone,1,18,Debit Card,Female,2,3,Laptop & Accessory,5,Married
51181,0,27,Mobile Phone,1,13,Credit Card,Female,3,3,Laptop & Accessory,1,Married
51182,0,4,Computer,3,13,E wallet,Female,3,3,Fashion,5,Married
51183,0,1,Phone,1,6,Credit Card,Female,3,3,Mobile Phone,5,Married
51184,0,11,Mobile Phone,3,8,E wallet,Female,3,5,Laptop & Accessory,1,Married
51185,0,0,Phone,3,16,Credit Card,Male,2,3,Laptop & Accessory,1,Single
51186,0,30,Computer,1,21,Debit Card,Male,2,3,Grocery,3,Married
51187,0,,Computer,1,20,Credit Card,Female,2,3,Mobile Phone,3,Single
51188,1,0,Phone,2,24,UPI,Male,,1,Mobile,5,Married
51189,1,0,Phone,2,,UPI,Male,2,4,Mobile,5,Married
51190,0,18,Computer,3,8,Debit Card,Female,3,3,Laptop & Accessory,3,Married
51191,0,9,Mobile Phone,1,8,UPI,Female,3,3,Laptop & Accessory,4,Married
51192,0,16,Computer,3,8,Debit Card,Male,3,3,Laptop & Accessory,1,Married
51193,0,0,Computer,1,,Debit Card,Female,2,3,Mobile,1,Single
51194,0,2,Computer,1,26,Credit Card,Male,2,3,Mobile Phone,1,Married
51195,0,5,Computer,3,16,E wallet,Male,3,3,Laptop & Accessory,1,Single
51196,0,15,Computer,1,16,COD,Male,,3,Mobile,3,Married
51197,0,,Phone,1,15,Debit Card,Female,3,3,Mobile,3,Single
51198,0,19,Mobile Phone,1,8,Debit Card,Male,2,3,Fashion,1,Married
51199,0,1,Computer,2,6,Debit Card,Male,,3,Mobile,1,Married
51200,0,2,Mobile Phone,1,35,Debit Card,Male,3,5,Laptop & Accessory,3,Married
51201,0,15,Phone,1,14,Debit Card,Male,2,3,Mobile Phone,3,Single
51202,1,0,Mobile Phone,3,8,E wallet,Male,2,4,Laptop & Accessory,4,Single
51203,0,19,Mobile Phone,3,9,Cash on Delivery,Female,2,1,Grocery,5,Married
51204,0,0,Phone,3,29,Credit Card,Female,2,4,Laptop & Accessory,3,Married
51205,0,2,Phone,2,12,CC,Male,,4,Mobile,4,Married
51206,0,16,Mobile Phone,1,12,Credit Card,Female,2,4,Others,3,Married
51207,0,21,Mobile Phone,1,16,Debit Card,Male,3,4,Others,4,Married
51208,1,0,Computer,1,,Debit Card,Male,3,4,Mobile,1,Single
51209,1,9,Mobile Phone,3,16,Debit Card,Female,3,3,Fashion,4,Married
51210,0,0,Computer,1,21,Debit Card,Female,3,4,Mobile Phone,5,Married
51211,0,12,Phone,1,25,UPI,Male,2,3,Laptop & Accessory,1,Married
51212,0,28,Phone,1,8,COD,Male,,4,Mobile,1,Married
51213,0,1,Phone,3,9,CC,Female,,3,Mobile,4,Married
51214,1,0,Mobile Phone,3,15,Credit Card,Male,2,3,Mobile Phone,1,Single
51215,1,0,Phone,1,,Debit Card,Male,3,3,Mobile,4,Single
51216,0,9,Mobile Phone,3,16,COD,Female,3,4,Laptop & Accessory,3,Married
51217,0,4,Phone,1,26,Debit Card,Male,2,3,Laptop & Accessory,3,Married
51218,0,7,Mobile Phone,3,10,Debit Card,Male,3,3,Fashion,1,Married
51219,0,,Phone,1,13,Debit Card,Male,2,3,Mobile,5,Single
51220,0,10,Phone,1,13,Credit Card,Male,3,3,Laptop & Accessory,5,Married
51221,0,8,Phone,1,22,UPI,Female,2,4,Laptop & Accessory,4,Married
51222,0,18,Mobile Phone,1,31,Debit Card,Female,3,4,Laptop & Accessory,1,Married
51223,0,9,Computer,2,8,UPI,Male,3,4,Laptop & Accessory,1,Single
51224,0,13,Mobile Phone,1,6,Debit Card,Male,3,3,Grocery,5,Married
51225,0,0,Phone,1,6,Debit Card,Female,,4,Mobile,3,Married
51226,0,0,Mobile Phone,3,8,Credit Card,Female,2,1,Laptop & Accessory,3,Single
51227,0,21,Computer,1,28,Credit Card,Female,2,3,Grocery,1,Married
51228,0,17,Mobile Phone,1,6,Debit Card,Male,3,1,Laptop & Accessory,5,Married
51229,1,,Computer,1,22,COD,Male,2,5,Mobile,5,Married
51230,1,19,Phone,1,,Debit Card,Male,3,3,Mobile,1,Single
51231,0,9,Mobile Phone,3,23,E wallet,Male,2,4,Laptop & Accessory,4,Married
51232,0,14,Phone,3,14,E wallet,Female,2,3,Laptop & Accessory,4,Married
51233,0,15,Mobile Phone,1,12,Credit Card,Male,2,3,Fashion,5,Married
51234,0,4,Mobile Phone,3,16,Credit Card,Female,2,3,Laptop & Accessory,1,Married
51235,0,7,Mobile Phone,3,9,Credit Card,Female,3,4,Laptop & Accessory,1,Married
51236,0,4,Phone,1,10,Credit Card,Female,3,1,Mobile Phone,3,Married
51237,0,0,Computer,1,,UPI,Male,3,1,Mobile,1,Married
51238,0,18,Computer,1,6,Credit Card,Male,2,3,Laptop & Accessory,3,Single
51239,0,6,Mobile Phone,3,16,E wallet,Male,2,3,Laptop & Accessory,3,Single
51240,0,1,Computer,3,6,Debit Card,Male,2,4,Laptop & Accessory,1,Married
51241,1,0,Computer,3,30,Cash on Delivery,Male,2,1,Mobile Phone,5,Single
51242,0,12,Computer,3,27,Debit Card,Female,2,5,Laptop & Accessory,3,Married
51243,0,,Phone,1,8,COD,Male,2,3,Mobile,4,Married
51244,0,7,Computer,1,28,UPI,Male,2,4,Laptop & Accessory,1,Married
51245,1,0,Mobile Phone,3,19,E wallet,Female,2,3,Laptop & Accessory,3,Single
51246,0,20,Computer,1,20,COD,Male,3,3,Laptop & Accessory,4,Married
51247,0,29,Mobile Phone,3,17,E wallet,Female,2,4,Laptop & Accessory,5,Married
51248,0,12,Mobile Phone,1,15,Credit Card,Male,2,3,Laptop & Accessory,5,Married
51249,0,,Computer,1,14,CC,Female,2,4,Laptop & Accessory,4,Married
51250,0,30,Mobile Phone,3,27,Debit Card,Female,3,3,Grocery,1,Married
51251,1,0,Computer,1,,Debit Card,Female,2,1,Mobile,3,Single
51252,0,11,Phone,1,15,Debit Card,Male,3,3,Mobile Phone,1,Married
51253,0,22,Computer,1,8,Debit Card,Male,2,3,Others,1,Married
51254,0,15,Mobile Phone,3,18,E wallet,Male,3,3,Laptop & Accessory,1,Married
51255,1,0,Computer,2,28,UPI,Female,,4,Mobile,4,Married
51256,0,8,Mobile Phone,3,24,Credit Card,Male,3,3,Laptop & Accessory,5,Married
51257,0,,Computer,1,22,CC,Male,2,3,Mobile,3,Single
51258,0,4,Computer,1,9,CC,Male,,3,Mobile,5,Married
51259,0,9,Computer,1,15,Debit Card,Male,,1,Mobile,4,Married
51260,0,7,Mobile Phone,3,6,E wallet,Male,2,3,Fashion,1,Single
51261,0,7,Mobile Phone,3,19,Credit Card,Male,2,3,Fashion,3,Married
51262,0,0,Phone,1,6,CC,Male,,3,Mobile,5,Single
51263,0,2,Mobile Phone,1,6,Debit Card,Male,2,3,Laptop & Accessory,5,Married
51264,0,5,Computer,1,21,Credit Card,Female,2,3,Laptop & Accessory,1,Married
51265,0,4,Computer,1,6,Debit Card,Male,2,5,Laptop & Accessory,5,Married
51266,1,0,Phone,1,,COD,Male,2,4,Mobile,1,Married
51267,0,11,Phone,3,6,Debit Card,Male,,4,Mobile,5,Single
51268,0,8,Mobile Phone,3,13,Debit Card,Female,2,3,Laptop & Accessory,1,Married
51269,0,0,Phone,3,15,E wallet,Male,2,3,Laptop & Accessory,1,Single
51270,0,5,Mobile Phone,1,11,Debit Card,Male,2,4,Laptop & Accessory,1,Single
51271,1,0,Computer,3,32,E wallet,Male,3,3,Laptop & Accessory,1,Married
51272,1,16,Mobile Phone,3,30,Debit Card,Male,3,3,Fashion,5,Single
51273,0,27,Phone,1,15,Debit Card,Female,,3,Laptop & Accessory,3,Married
51274,0,6,Computer,1,13,Debit Card,Male,2,3,Laptop & Accessory,3,Married
51275,0,16,Mobile Phone,1,17,Debit Card,Male,1,3,Fashion,3,Married
51276,0,11,Computer,2,6,UPI,Male,,3,Mobile,4,Married
51277,0,28,Mobile Phone,2,32,UPI,Male,3,1,Others,4,Married
51278,0,4,Mobile Phone,1,8,Credit Card,Female,2,5,Mobile Phone,1,Married
51279,0,12,Mobile Phone,3,21,E wallet,Male,3,3,Grocery,5,Single
51280,0,15,Computer,1,29,Debit Card,Male,2,4,Laptop & Accessory,3,Single
51281,0,4,Computer,1,16,Credit Card,Female,2,3,Fashion,3,Married
51282,0,27,Phone,1,16,Credit Card,Female,3,3,Laptop & Accessory,5,Single
51283,0,0,Phone,1,6,Debit Card,Male,2,4,Laptop & Accessory,3,Single
51284,0,0,Phone,1,,UPI,Male,3,3,Mobile,1,Single
51285,0,13,Computer,1,17,COD,Female,3,3,Laptop & Accessory,3,Married
51286,0,13,Mobile Phone,3,8,E wallet,Female,3,3,Laptop & Accessory,4,Married
51287,0,,Phone,2,8,UPI,Female,2,3,Mobile,4,Married
51288,0,3,Phone,1,6,Credit Card,Male,3,3,Mobile Phone,4,Married
51289,0,0,Phone,1,8,UPI,Male,2,3,Mobile Phone,3,Married
51290,0,20,Mobile Phone,1,31,Credit Card,Male,2,3,Fashion,3,Single
51291,0,,Computer,1,6,CC,Male,2,4,Mobile,3,Married
51292,0,11,Phone,3,6,Debit Card,Male,2,3,Laptop & Accessory,4,Married
51293,0,4,Phone,3,8,Debit Card,Male,,3,Mobile,3,Married
51294,0,11,Computer,1,12,Debit Card,Male,3,4,Laptop & Accessory,3,Married
51295,0,15,Mobile Phone,1,24,Debit Card,Male,2,3,Laptop & Accessory,5,Married
51296,0,14,Phone,1,6,Debit Card,Male,,3,Mobile,1,Married
51297,0,20,Computer,1,6,Credit Card,Female,3,3,Fashion,4,Married
51298,0,8,Phone,1,17,CC,Male,2,3,Mobile,3,Married
51299,0,0,Phone,1,6,Debit Card,Male,3,3,Mobile,3,Single
51300,0,8,Mobile Phone,1,15,Credit Card,Male,2,3,Laptop & Accessory,3,Single
51301,0,6,Mobile Phone,1,21,Credit Card,Female,3,3,Laptop & Accessory,1,Married
51302,0,5,Phone,1,35,Debit Card,Female,,4,Mobile,4,Single
51303,0,13,Phone,1,,Debit Card,Male,2,3,Mobile,1,Married
51304,0,,Phone,3,6,CC,Male,3,4,Mobile,4,Married
51305,0,12,Phone,1,30,Debit Card,Male,2,3,Laptop & Accessory,1,Single
51306,0,11,Mobile Phone,1,16,Credit Card,Female,2,5,Fashion,3,Married
51307,0,5,Mobile Phone,3,6,E wallet,Female,2,3,Fashion,1,Married
51308,0,10,Mobile Phone,1,16,Debit Card,Female,2,1,Fashion,1,Married
51309,0,0,Phone,3,14,UPI,Female,2,3,Laptop & Accessory,3,Married
51310,0,25,Computer,3,126,Debit Card,Male,2,3,Mobile,1,Married
51311,0,17,Phone,1,,CC,Male,2,3,Mobile,1,Single
51312,0,0,Phone,3,,CC,Male,2,3,Mobile,5,Single
51313,0,12,Computer,1,15,Debit Card,Male,2,3,Others,1,Single
51314,1,,Computer,3,15,E wallet,Male,2,3,Mobile Phone,5,Married
51315,0,9,Mobile Phone,3,9,Credit Card,Female,3,4,Fashion,1,Married
51316,0,9,Computer,1,10,Debit Card,Female,3,3,Laptop & Accessory,4,Married
51317,0,29,Computer,1,6,Debit Card,Male,2,3,Laptop & Accessory,3,Married
51318,1,0,Phone,1,6,Credit Card,Male,2,3,Mobile Phone,1,Married
51319,0,15,Mobile Phone,1,8,Debit Card,Male,2,3,Others,3,Married
51320,1,19,Phone,1,,COD,Male,3,3,Mobile,3,Married
51321,0,14,Mobile Phone,1,34,Debit Card,Female,2,4,Grocery,4,Married
51322,0,7,Mobile Phone,3,34,E wallet,Female,3,4,Laptop & Accessory,3,Married
51323,0,9,Computer,3,21,E wallet,Male,2,5,Laptop & Accessory,1,Married
51324,0,14,Mobile Phone,3,9,Debit Card,Male,2,4,Laptop & Accessory,4,Married
51325,0,5,Phone,1,,COD,Male,3,3,Mobile,5,Single
51326,0,8,Mobile Phone,2,32,Debit Card,Female,2,3,Fashion,1,Single
51327,0,11,Mobile Phone,3,16,Debit Card,Female,3,3,Laptop & Accessory,1,Married
51328,1,13,Computer,3,6,Debit Card,Male,3,3,Laptop & Accessory,3,Married
51329,0,9,Mobile Phone,3,17,E wallet,Female,3,4,Laptop & Accessory,1,Married
51330,0,18,Phone,3,26,Debit Card,Female,2,3,Laptop & Accessory,3,Single
51331,0,13,Phone,1,8,Debit Card,Male,,4,Mobile,3,Single
51332,0,8,Computer,1,24,Debit Card,Male,3,3,Laptop & Accessory,3,Married
51333,0,,Mobile Phone,1,8,CC,Female,3,3,Mobile,3,Married
51334,0,8,Phone,1,6,Debit Card,Female,,5,Mobile,1,Married
51335,0,2,Phone,1,19,UPI,Male,2,4,Laptop & Accessory,4,Married
51336,0,2,Phone,1,34,Credit Card,Female,3,4,Mobile Phone,5,Single
51337,1,13,Mobile Phone,3,34,E wallet,Male,2,4,Fashion,5,Married
51338,0,12,Mobile Phone,3,30,E wallet,Female,2,4,Grocery,1,Married
51339,0,4,Computer,1,11,Credit Card,Male,3,3,Laptop & Accessory,5,Single
51340,0,0,Phone,3,11,UPI,Female,,4,Mobile,3,Single
51341,0,9,Computer,1,,CC,Male,2,1,Laptop & Accessory,1,Married
51342,0,12,Mobile Phone,1,12,Credit Card,Male,2,4,Fashion,5,Married
51343,0,0,Mobile Phone,1,10,Debit Card,Male,2,1,Laptop & Accessory,4,Married
51344,0,22,Computer,3,8,Credit Card,Male,3,4,Laptop & Accessory,4,Married
51345,0,7,Phone,1,14,Credit Card,Male,2,1,Laptop & Accessory,3,Married
51346,1,4,Mobile Phone,3,6,Debit Card,Female,3,3,Laptop & Accessory,1,Single
51347,0,22,Computer,1,14,Debit Card,Male,3,4,Laptop & Accessory,4,Married
51348,1,,Phone,1,8,UPI,Male,3,4,Mobile,3,Single
51349,0,6,Computer,1,9,Debit Card,Female,,3,Mobile,3,Married
51350,0,0,Phone,1,8,CC,Male,2,3,Mobile,4,Married
51351,0,5,Computer,1,8,Debit Card,Male,,3,Mobile,1,Single
51352,0,30,Phone,1,9,CC,Female,,1,Mobile,5,Married
51353,0,3,Phone,1,30,Debit Card,Male,,3,Mobile,3,Married
51354,0,11,Computer,1,29,Debit Card,Male,2,4,Fashion,3,Single
51355,0,9,Mobile Phone,1,33,Credit Card,Male,3,3,Laptop & Accessory,3,Married
51356,0,8,Phone,1,,CC,Male,2,1,Mobile,4,Married
51357,0,2,Phone,1,21,Debit Card,Female,2,4,Laptop & Accessory,3,Single
51358,0,4,Phone,1,32,Debit Card,Male,,3,Mobile,3,Married
51359,0,7,Phone,1,25,CC,Male,3,3,Mobile,1,Married
51360,1,,Phone,1,30,Debit Card,Male,2,4,Mobile,3,Single
51361,0,2,Mobile Phone,1,27,Debit Card,Female,2,1,Fashion,5,Married
51362,0,5,Phone,1,11,Debit Card,Male,3,1,Mobile,4,Married
51363,0,0,Computer,1,22,CC,Male,,1,Mobile,1,Married
51364,0,26,Mobile Phone,3,8,Debit Card,Female,3,4,Grocery,1,Married
51365,0,11,Phone,1,8,Debit Card,Male,2,3,Mobile Phone,1,Single
51366,0,0,Computer,1,17,UPI,Female,3,1,Laptop & Accessory,3,Married
51367,1,0,Phone,3,15,Debit Card,Male,2,4,Mobile,5,Single
51368,0,7,Mobile Phone,1,13,Debit Card,Female,2,3,Fashion,4,Single
51369,0,,Mobile Phone,1,21,Debit Card,Male,3,3,Mobile Phone,1,Single
51370,1,0,Phone,1,12,CC,Male,,3,Mobile,5,Single
51371,0,26,Mobile Phone,1,11,UPI,Female,2,3,Others,3,Married
51372,1,0,Computer,1,22,Debit Card,Female,3,5,Mobile Phone,5,Single
51373,0,15,Mobile Phone,3,14,E wallet,Male,2,3,Laptop & Accessory,4,Married
51374,0,17,Mobile Phone,1,13,Credit Card,Female,2,4,Fashion,1,Married
51375,0,19,Mobile Phone,3,8,E wallet,Female,2,3,Others,5,Single
51376,0,6,Phone,1,,CC,Male,3,3,Mobile,1,Single
51377,0,17,Mobile Phone,1,16,UPI,Male,2,3,Laptop & Accessory,1,Married
51378,0,,Phone,1,15,CC,Male,2,4,Mobile,3,Single
51379,1,,Phone,3,11,Cash on Delivery,Male,2,3,Laptop & Accessory,1,Married
51380,1,,Phone,1,6,CC,Male,3,3,Mobile,1,Married
51381,0,16,Phone,1,,CC,Female,3,1,Mobile,3,Married
51382,1,13,Phone,3,9,E wallet,Male,,4,Mobile,3,Married
51383,0,,Mobile Phone,3,8,E wallet,Female,3,3,Mobile,1,Married
51384,0,9,Phone,1,11,Debit Card,Female,2,4,Mobile,5,Married
51385,0,6,Computer,3,6,Debit Card,Female,2,1,Laptop & Accessory,5,Married
51386,0,,Mobile Phone,1,10,UPI,Male,3,3,Mobile,1,Married
51387,0,0,Phone,1,,Debit Card,Female,2,3,Mobile,5,Married
51388,1,,Phone,1,31,Debit Card,Male,2,5,Mobile,3,Single
51389,0,0,Computer,3,14,Debit Card,Male,2,3,Fashion,3,Single
51390,0,3,Computer,1,6,Credit Card,Female,2,3,Laptop & Accessory,1,Single
51391,1,4,Mobile Phone,1,18,Cash on Delivery,Female,2,3,Others,3,Married
51392,0,7,Computer,3,29,E wallet,Male,3,3,Laptop & Accessory,3,Single
51393,0,10,Phone,1,25,Debit Card,Male,,3,Mobile,4,Married
51394,0,19,Computer,3,11,E wallet,Male,3,3,Laptop & Accessory,1,Single
51395,0,,Phone,1,14,Debit Card,Male,2,1,Mobile,1,Married
51396,1,11,Mobile Phone,1,6,Debit Card,Male,3,4,Fashion,3,Single
51397,1,0,Phone,1,11,COD,Male,2,3,Mobile,3,Single
51398,0,17,Mobile Phone,3,6,E wallet,Female,3,3,Laptop & Accessory,5,Married
51399,0,8,Computer,1,17,Credit Card,Male,3,4,Fashion,5,Married
51400,0,0,Phone,3,29,E wallet,Female,2,4,Laptop & Accessory,1,Married
51401,0,6,Computer,1,29,Debit Card,Female,3,3,Fashion,1,Single
51402,0,8,Computer,3,5,Debit Card,Male,3,3,Fashion,5,Married
51403,0,8,Phone,1,29,Credit Card,Female,1,3,Mobile Phone,5,Married
51404,0,4,Mobile Phone,1,13,Debit Card,Male,2,3,Laptop & Accessory,1,Married
51405,0,10,Mobile Phone,1,6,Debit Card,Male,2,4,Laptop & Accessory,3,Married
51406,0,5,Mobile Phone,1,6,Credit Card,Male,2,3,Laptop & Accessory,1,Married
51407,0,11,Computer,1,,Debit Card,Female,2,3,Laptop & Accessory,1,Single
51408,0,23,Mobile Phone,1,13,Credit Card,Female,2,4,Others,3,Married
51409,0,30,Mobile Phone,3,31,Debit Card,Female,4,3,Fashion,5,Single
51410,0,9,Mobile Phone,1,14,Cash on Delivery,Female,2,3,Fashion,3,Married
51411,0,28,Mobile Phone,1,14,Credit Card,Female,2,3,Grocery,3,Married
51412,0,9,Computer,1,17,Debit Card,Male,3,4,Laptop & Accessory,4,Single
51413,0,18,Mobile Phone,1,13,Debit Card,Male,2,3,Fashion,5,Married
51414,0,,Computer,1,6,CC,Male,3,3,Mobile,5,Married
51415,1,0,Phone,1,15,CC,Male,3,4,Mobile,3,Married
51416,0,30,Computer,3,6,Debit Card,Female,2,4,Laptop & Accessory,3,Single
51417,0,2,Phone,1,8,Debit Card,Male,,3,Mobile,4,Married
51418,0,4,Phone,1,,CC,Male,2,3,Mobile,4,Single
51419,0,5,Mobile Phone,1,6,Debit Card,Male,3,3,Laptop & Accessory,4,Married
51420,0,9,Phone,1,12,Debit Card,Female,,1,Mobile,1,Married
