CustomerID,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
50824,2,1,23,0,1,,219
50825,1,0,11,0,1,7,145
50826,2,1,19,3,9,6,199
50827,2,0,13,3,11,9,162
50828,2,1,11,1,2,2,123
50829,5,0,12,1,1,2,124
50830,1,1,13,,2,10,279
50831,5,0,14,,9,11,292
50832,7,0,,1,7,7,297
50833,10,0,16,1,1,0,135
50834,1,0,11,1,1,6,185
50835,2,0,13,3,8,8,147
50836,1,0,17,0,1,7,141
50837,2,1,11,1,1,1,142
50838,2,1,11,1,,10,240
50839,4,0,15,0,1,7,169
50840,2,0,12,1,9,6,161
50841,4,0,11,1,1,2,137
50842,8,1,14,4,5,9,200
50843,4,0,22,1,1,3,124
50844,3,0,16,5,6,13,146
50845,2,0,11,1,1,8,179
50846,9,0,14,1,1,0,125
50847,4,0,16,0,1,,231
50848,2,0,15,1,1,0,116
50849,1,0,12,1,1,0,154
50850,4,0,20,1,1,0,151
50851,7,1,17,2,,8,237
50852,5,1,12,11,,9,234
50853,2,0,20,1,1,0,120
50854,6,0,20,5,11,8,164
50855,5,0,13,0,7,7,154
50856,8,0,14,0,1,0,128
50857,1,1,18,3,3,2,146
50858,2,0,11,0,1,3,126
50859,2,0,11,1,4,11,167
50860,2,0,11,1,1,4,147
50861,2,1,15,3,6,7,162
50862,4,1,12,0,1,4,161
50863,3,0,11,0,3,2,206
50864,4,1,14,0,3,3,155
50865,8,1,15,1,1,3,130
50866,7,0,13,1,1,2,200
50867,1,1,13,0,1,2,141
50868,4,0,21,0,1,5,209
50869,3,0,11,0,1,2,162
50870,3,1,11,0,,2,232
50871,2,1,14,1,1,8,141
50872,2,1,11,2,4,4,158
50873,2,1,13,3,7,7,124
50874,1,0,12,0,1,1,139
50875,1,0,14,,1,9,268
50876,10,0,13,1,1,4,130
50877,5,0,18,0,1,2,136
50878,3,0,11,0,2,2,194
50879,5,0,11,1,1,2,132
50880,1,0,12,1,1,7,136
50881,2,0,13,0,1,9,180
50882,4,0,20,0,1,3,143
50883,1,1,12,2,7,7,176
50884,7,0,19,,12,7,273
50885,4,1,,1,1,5,297
50886,3,0,13,1,,0,247
50887,4,1,16,0,1,1,193
50888,2,0,12,1,1,0,114
50889,8,0,14,1,1,2,148
50890,4,0,11,,1,0,264
50891,6,0,14,1,1,3,130
50892,2,0,12,0,1,0,113
50893,1,0,14,1,1,4,121
50894,2,0,16,1,1,8,158
50895,5,0,13,1,1,2,156
50896,8,0,12,1,1,2,134
50897,4,0,12,1,2,2,144
50898,1,0,14,1,1,3,135
50899,3,0,22,1,1,0,121
50900,4,0,19,,5,6,272
50901,2,1,12,1,1,3,142
50902,5,0,12,1,1,3,192
50903,6,0,17,1,1,2,133
50904,3,1,12,1,1,3,121
50905,4,0,11,1,1,7,140
50906,2,0,18,2,9,9,208
50907,5,0,11,0,4,3,201
50908,3,1,23,0,1,0,136
50909,2,0,11,3,4,7,174
50910,3,1,18,0,1,7,209
50911,10,0,18,0,1,2,121
50912,7,1,13,2,2,2,137
50913,5,1,18,1,1,2,194
50914,5,0,11,1,2,2,155
50915,2,0,15,1,2,2,127
50916,3,0,11,1,,8,238
50917,1,0,18,1,1,3,185
50918,4,0,14,0,1,3,132
50919,5,0,12,,8,8,266
50920,3,0,14,0,1,2,167
50921,3,0,14,0,1,2,123
50922,2,0,13,1,1,3,134
50923,1,0,14,0,1,3,144
50924,4,0,18,2,3,12,148
50925,9,0,15,0,2,2,153
50926,2,0,13,4,5,8,137
50927,8,0,12,1,1,0,148
50928,2,0,13,0,1,0,113
50929,1,0,24,1,2,8,149
50930,4,0,14,0,1,7,205
50931,8,0,14,,6,9,270
50932,4,0,15,1,1,2,129
50933,6,0,11,0,1,0,158
50934,1,1,23,2,10,10,146
50935,2,0,13,1,1,0,124
50936,3,1,11,0,1,0,132
50937,2,0,13,0,1,0,120
50938,6,1,18,0,2,2,202
50939,2,0,14,1,1,4,186
50940,1,0,21,0,1,3,121
50941,1,1,16,0,1,2,140
50942,9,0,11,0,1,2,138
50943,4,1,17,1,1,2,146
50944,8,0,11,0,1,0,126
50945,2,0,14,0,1,0,116
50946,1,0,14,1,1,3,149
50947,5,0,25,1,1,2,148
50948,1,0,13,0,1,2,132
50949,2,0,14,1,1,7,165
50950,3,1,17,0,1,0,164
50951,3,0,25,0,1,,212
50952,4,0,20,1,,12,260
50953,7,0,13,0,1,7,124
50954,4,0,13,,14,17,263
50955,5,0,18,0,2,2,184
50956,9,0,12,,5,1,266
50957,2,0,19,1,3,3,186
50958,1,0,14,1,1,2,123
50959,4,0,14,1,1,0,120
50960,2,1,14,7,8,6,171
50961,2,0,12,6,7,7,141
50962,2,1,13,13,,9,244
50963,1,1,25,0,5,7,123
50964,5,0,14,1,1,0,148
50965,2,0,17,0,3,7,143
50966,4,0,13,0,1,7,197
50967,2,0,13,0,1,2,143
50968,5,0,20,1,1,3,121
50969,3,1,14,12,13,9,201
50970,1,0,12,2,7,1,155
50971,2,1,12,1,5,7,152
50972,2,1,21,,7,7,264
50973,1,0,14,0,1,0,123
50974,4,1,18,2,2,2,141
50975,2,0,12,6,7,7,174
50976,1,0,23,2,4,2,124
50977,4,0,12,1,2,5,159
50978,4,1,21,0,1,2,126
50979,9,0,14,1,7,7,164
50980,7,0,18,1,1,0,125
50981,3,0,13,2,2,2,164
50982,2,0,11,3,6,7,197
50983,4,0,11,0,1,2,161
50984,2,0,19,0,1,2,125
50985,4,0,12,0,1,3,193
50986,2,1,12,1,1,0,121
50987,1,0,16,1,1,9,202
50988,5,0,11,0,1,4,149
50989,5,0,14,1,1,2,141
50990,9,0,12,7,7,6,124
50991,2,0,13,0,1,0,130
50992,2,0,,2,2,13,296
50993,10,0,17,1,2,1,155
50994,2,0,21,1,1,0,121
50995,1,0,11,5,7,7,199
50996,3,0,12,0,1,2,142
50997,7,0,13,1,1,0,168
50998,2,1,18,0,1,5,147
50999,4,1,16,1,1,4,161
51000,3,0,11,4,7,6,182
51001,2,0,19,0,1,3,189
51002,5,1,,0,1,0,293
51003,3,0,16,2,2,2,121
51004,4,1,13,1,1,2,156
51005,9,0,,1,1,1,296
51006,2,0,17,5,6,8,134
51007,2,0,14,2,7,7,151
51008,2,0,15,0,1,2,146
51009,6,0,12,1,1,2,149
51010,2,0,18,1,1,1,127
51011,2,0,15,,1,12,276
51012,2,1,17,0,1,0,124
51013,2,1,14,0,1,3,128
51014,3,1,15,3,12,,212
51015,4,0,17,1,1,2,133
51016,1,1,14,,1,10,290
51017,2,0,12,0,1,1,121
51018,2,1,14,1,1,4,158
51019,2,0,15,0,4,5,144
51020,8,0,13,0,1,3,153
51021,10,1,12,0,1,1,147
51022,2,0,13,5,7,2,147
51023,2,0,14,0,1,4,132
51024,3,0,13,4,7,7,154
51025,2,0,11,0,1,7,141
51026,2,0,11,0,1,10,152
51027,1,0,21,1,1,0,0
51028,2,0,18,1,2,2,131
51029,2,1,12,0,1,0,116
51030,4,0,,1,1,0,297
51031,1,0,15,0,1,7,131
51032,2,0,13,1,14,12,204
51033,2,0,12,2,2,9,141
51034,4,0,17,0,1,2,158
51035,1,0,13,3,3,8,150
51036,2,0,19,2,3,9,158
51037,4,1,19,1,1,2,178
51038,10,0,17,4,6,0,203
51039,2,0,11,1,7,7,139
51040,7,1,15,1,3,3,179
51041,5,1,11,1,1,2,157
51042,3,0,25,2,,2,252
51043,7,1,14,1,2,2,154
51044,2,1,13,1,1,3,138
51045,8,0,17,0,1,2,135
51046,3,0,13,0,1,2,126
51047,4,1,14,0,1,3,122
51048,10,0,11,1,1,4,159
51049,5,0,12,1,1,2,180
51050,2,0,17,0,1,7,152
51051,5,0,21,1,1,0,153
51052,4,0,16,,1,2,264
51053,6,0,15,1,,11,233
51054,2,0,19,0,2,2,128
51055,2,0,12,7,7,9,154
51056,3,0,11,0,1,3,120
51057,3,1,19,1,,12,240
51058,1,0,15,1,1,2,144
51059,7,0,20,1,1,4,168
51060,4,0,25,,4,7,274
51061,2,0,24,,6,11,276
51062,4,1,24,3,6,7,146
51063,8,0,15,2,2,9,147
51064,2,1,13,0,1,9,142
51065,2,0,14,1,1,4,155
51066,1,0,13,0,1,6,155
51067,2,0,11,0,1,2,155
51068,5,1,16,1,2,2,126
51069,2,0,22,1,3,3,124
51070,7,0,14,0,,2,260
51071,5,0,14,1,,0,254
51072,4,1,16,0,1,2,171
51073,2,0,11,0,1,2,127
51074,2,1,25,0,1,2,154
51075,7,0,14,1,1,2,153
51076,5,1,18,2,2,2,132
51077,2,1,11,1,1,2,140
51078,8,0,19,0,1,0,133
51079,4,0,15,0,1,2,170
51080,3,1,11,4,7,7,127
51081,2,0,12,1,1,0,114
51082,2,0,20,5,5,7,126
51083,6,0,12,1,1,2,135
51084,2,0,14,4,4,13,140
51085,4,0,20,0,1,0,209
51086,2,0,18,2,2,13,120
51087,2,0,14,0,1,3,195
51088,2,0,12,3,8,7,129
51089,2,1,21,1,1,2,123
51090,2,1,19,6,6,7,179
51091,1,1,14,1,1,4,149
51092,2,1,17,0,8,8,178
51093,2,0,16,0,1,4,144
51094,2,0,12,6,8,7,192
51095,10,0,17,1,1,2,130
51096,4,0,15,3,6,7,145
51097,4,0,23,3,14,4,207
51098,2,0,11,0,1,0,116
51099,8,0,11,1,14,,229
51100,2,0,15,0,1,2,123
51101,2,0,11,,8,6,267
51102,7,0,13,0,1,3,134
51103,2,0,14,0,1,3,135
51104,7,0,19,0,1,2,164
51105,3,1,16,0,1,0,165
51106,2,0,13,1,1,2,139
51107,7,0,14,1,1,9,156
51108,3,0,16,0,1,7,169
51109,2,0,12,0,1,8,129
51110,8,0,11,0,1,0,150
51111,5,1,12,0,1,3,204
51112,6,1,13,2,2,2,161
51113,7,0,15,0,1,0,167
51114,2,0,13,1,1,2,133
51115,3,0,20,1,1,4,152
51116,2,1,15,3,5,8,165
51117,4,0,13,1,1,2,196
51118,2,0,,1,12,8,298
51119,5,0,21,1,1,3,198
51120,1,0,16,0,1,7,150
51121,1,0,14,1,2,1,121
51122,7,0,11,1,1,2,122
51123,2,0,19,0,1,2,183
51124,2,0,11,1,1,4,134
51125,2,0,13,1,2,2,128
51126,9,1,12,0,1,2,163
51127,3,0,11,0,1,7,171
51128,1,1,14,0,1,2,129
51129,9,0,15,0,1,7,151
51130,4,0,12,0,1,4,145
51131,3,1,20,0,1,0,186
51132,5,0,14,0,1,5,125
51133,3,0,13,1,1,0,182
51134,2,0,13,0,1,0,121
51135,4,0,16,1,1,7,153
51136,3,0,14,1,1,7,127
51137,4,1,16,0,1,0,158
51138,10,1,16,1,1,0,124
51139,9,0,22,1,1,4,128
51140,9,0,12,,1,0,290
51141,6,0,15,0,1,7,131
51142,2,0,20,1,1,4,123
51143,2,1,14,1,1,7,140
51144,5,1,20,0,1,,230
51145,1,0,13,0,1,8,135
51146,6,0,12,1,2,2,160
51147,2,0,13,1,1,0,127
51148,2,0,11,0,1,4,137
51149,2,1,17,0,1,0,124
51150,2,0,14,2,5,7,155
51151,3,0,11,2,2,,231
51152,2,0,14,0,1,3,142
51153,8,1,,1,2,2,293
51154,8,1,13,1,5,7,183
51155,2,1,12,1,2,3,123
51156,3,0,13,4,4,7,141
51157,2,1,18,0,7,7,158
51158,7,0,19,6,7,6,131
51159,2,0,11,0,1,3,120
51160,8,0,21,2,,2,235
51161,9,0,15,2,2,2,180
51162,5,0,17,1,1,2,134
51163,6,0,18,1,1,0,155
51164,3,0,14,0,1,7,158
51165,6,0,13,3,3,8,126
51166,5,0,17,0,1,7,153
51167,2,0,15,0,1,8,142
51168,3,0,18,1,2,2,141
51169,5,0,13,0,1,2,124
51170,4,0,12,1,1,2,169
51171,1,1,13,0,13,5,204
51172,10,0,14,0,1,2,197
51173,1,1,11,0,1,4,121
51174,5,0,22,1,3,7,189
51175,5,0,17,0,1,3,165
51176,2,0,21,0,4,8,168
51177,5,0,22,10,14,14,0
51178,1,0,16,1,1,3,127
51179,9,1,12,2,14,10,203
51180,3,0,12,7,7,7,144
51181,5,0,15,1,1,7,169
51182,3,0,14,2,2,2,196
51183,2,0,25,1,1,2,136
51184,3,1,20,0,1,3,154
51185,2,0,13,0,1,2,147
51186,3,1,14,1,,2,258
51187,2,0,16,1,1,0,115
51188,1,0,17,1,1,0,130
51189,5,1,15,1,2,0,123
51190,5,0,22,3,5,7,152
51191,5,1,22,0,1,0,170
51192,2,0,20,5,7,7,157
51193,1,1,14,1,1,2,124
51194,2,0,13,1,3,10,138
51195,9,0,13,1,1,0,146
51196,4,0,22,1,3,3,129
51197,5,0,12,1,2,0,121
51198,4,0,14,1,4,7,186
51199,2,0,15,0,2,2,127
51200,9,0,17,1,1,6,164
51201,5,0,13,1,1,0,140
51202,8,1,12,2,2,2,199
51203,3,0,12,1,,8,232
51204,2,0,21,4,5,8,135
51205,2,0,11,1,1,0,128
51206,8,0,,3,6,14,294
51207,5,0,,3,12,9,297
51208,2,1,24,1,1,0,124
51209,6,0,21,0,1,7,173
51210,1,0,19,7,7,3,148
51211,9,0,14,1,2,2,139
51212,9,0,20,0,1,4,127
51213,2,0,19,1,1,0,129
51214,2,0,13,0,1,0,111
51215,2,1,23,1,1,0,125
51216,2,1,13,1,1,7,157
51217,2,0,11,0,1,2,142
51218,3,1,13,0,1,0,197
51219,4,0,14,0,1,2,121
51220,6,1,22,0,1,4,143
51221,1,1,11,1,1,2,148
51222,1,0,13,0,3,8,159
51223,2,0,21,1,1,8,139
51224,3,0,11,,11,16,268
51225,2,1,13,0,1,0,129
51226,1,0,14,0,1,7,165
51227,4,0,11,,4,7,272
51228,3,0,15,2,2,2,150
51229,2,1,23,3,3,0,123
51230,2,0,16,0,1,0,126
51231,3,0,16,1,1,3,155
51232,6,0,21,1,1,4,144
51233,10,0,13,3,,7,233
51234,3,1,11,0,1,4,166
51235,4,1,12,0,1,1,181
51236,9,0,12,2,2,2,140
51237,1,0,18,2,7,7,125
51238,5,0,12,1,1,3,154
51239,2,0,14,0,1,9,155
51240,2,1,12,0,1,7,168
51241,2,0,17,1,1,0,111
51242,7,0,19,0,1,2,157
51243,2,0,11,1,1,2,122
51244,2,1,15,3,6,11,157
51245,4,1,11,2,2,2,199
51246,9,0,18,0,1,7,155
51247,5,0,16,0,1,0,154
51248,2,0,25,4,7,9,152
51249,2,1,16,1,1,7,121
51250,5,1,13,,1,0,279
51251,4,1,14,0,1,3,124
51252,3,0,19,1,1,3,148
51253,4,0,15,,4,3,292
51254,4,1,12,0,1,0,151
51255,2,0,12,1,1,0,129
51256,1,0,16,0,1,4,0
51257,2,0,14,0,1,4,121
51258,2,1,13,0,2,3,131
51259,2,0,22,1,1,2,128
51260,2,0,21,1,2,1,199
51261,2,0,18,1,1,1,186
51262,1,0,13,3,7,6,129
51263,1,0,12,1,1,2,154
51264,6,0,18,0,1,2,167
51265,2,0,21,1,8,7,150
51266,6,0,12,0,1,3,124
51267,5,0,14,0,1,0,129
51268,2,1,11,1,1,9,152
51269,2,0,14,0,1,7,141
51270,9,0,24,0,1,0,197
51271,2,1,11,0,1,8,156
51272,7,1,13,2,2,2,204
51273,4,0,11,0,2,3,129
51274,2,0,20,2,2,8,160
51275,2,0,17,1,1,9,175
51276,1,1,11,1,1,2,130
51277,5,1,,1,1,4,296
51278,2,1,11,1,1,0,111
51279,1,0,12,4,,10,233
51280,2,0,12,2,3,7,143
51281,5,0,20,3,4,,210
51282,7,1,19,0,1,4,144
51283,2,0,12,1,1,2,146
51284,2,0,13,1,1,4,126
51285,2,0,11,2,9,4,163
51286,4,0,14,1,5,10,157
51287,5,0,14,0,1,2,122
51288,2,0,13,0,1,7,137
51289,7,1,19,0,1,2,140
51290,3,0,23,1,12,11,186
51291,2,0,12,0,1,0,120
51292,1,0,15,4,5,8,144
51293,1,0,19,1,1,2,131
51294,3,0,11,2,7,7,153
51295,7,1,17,0,1,2,154
51296,4,0,22,0,1,0,128
51297,1,0,18,0,5,,220
51298,8,1,11,0,2,2,127
51299,1,0,12,0,1,2,134
51300,2,0,19,0,1,8,151
51301,1,1,13,5,8,1,12
51302,2,0,13,3,4,1,128
51303,9,0,19,0,1,0,124
51304,1,0,14,0,2,2,123
51305,8,0,13,1,1,7,141
51306,4,0,12,1,,11,232
51307,2,0,19,3,5,7,204
51308,2,1,25,0,,8,237
51309,1,1,22,1,1,4,149
51310,3,0,15,1,1,0,135
51311,7,1,12,0,1,2,124
51312,2,1,11,1,1,2,124
51313,3,0,,0,1,3,294
51314,2,0,19,1,1,0,118
51315,1,0,19,3,3,4,176
51316,8,0,13,1,1,2,151
51317,2,0,21,0,1,9,163
51318,10,1,14,2,2,2,148
51319,6,0,11,,4,14,289
51320,9,0,11,6,9,8,123
51321,1,0,23,1,,10,236
51322,2,0,21,1,1,7,167
51323,2,0,24,4,11,11,154
51324,3,0,11,0,1,4,189
51325,2,0,14,1,1,2,124
51326,2,1,16,1,1,7,188
51327,2,0,11,0,1,9,153
51328,8,0,12,1,1,1,167
51329,5,0,13,1,1,0,167
51330,9,0,15,1,1,1,149
51331,3,0,14,0,2,2,128
51332,2,1,14,1,1,2,157
51333,3,0,14,1,1,2,120
51334,2,0,12,0,1,1,130
51335,5,1,13,1,1,3,140
51336,2,0,14,0,1,4,138
51337,5,1,13,0,2,0,209
51338,1,0,11,1,9,,220
51339,1,0,19,0,1,7,199
51340,1,0,18,0,1,0,130
51341,5,0,17,0,1,3,126
51342,5,0,15,1,1,7,200
51343,2,1,20,1,1,3,161
51344,3,0,14,1,1,8,154
51345,3,0,12,0,1,2,144
51346,9,1,11,0,1,5,160
51347,2,0,23,0,1,7,151
51348,7,1,15,0,1,0,121
51349,2,1,11,2,3,0,129
51350,10,0,12,1,2,2,135
51351,1,0,13,1,3,6,131
51352,5,1,20,0,1,0,127
51353,2,0,22,1,1,0,127
51354,1,0,21,1,1,8,195
51355,7,0,13,0,7,7,152
51356,1,0,13,1,1,3,124
51357,1,1,12,1,1,8,142
51358,2,0,17,3,4,3,129
51359,1,0,11,0,1,2,127
51360,6,1,14,0,1,3,120
51361,2,0,11,6,8,8,200
51362,1,1,12,1,1,5,133
51363,2,1,13,0,1,0,129
51364,3,0,16,0,,7,254
51365,6,1,11,0,1,2,139
51366,1,0,18,0,1,3,140
51367,8,0,23,0,1,3,134
51368,1,0,11,0,2,,220
51369,2,0,14,1,1,0,112
51370,3,0,11,0,1,3,130
51371,5,0,11,,4,8,291
51372,2,1,22,0,6,7,139
51373,1,0,11,2,4,2,168
51374,4,0,14,0,5,17,202
51375,4,0,12,,2,1,289
51376,5,0,11,0,1,0,125
51377,3,1,13,0,1,3,165
51378,2,0,13,0,1,8,122
51379,4,0,14,0,1,0,121
51380,3,1,16,0,2,0,123
51381,2,0,12,1,1,4,126
51382,2,1,14,1,1,2,127
51383,2,0,13,2,2,2,120
51384,10,1,14,1,1,0,134
51385,3,0,19,0,1,3,154
51386,2,0,12,1,1,0,120
51387,2,0,13,1,1,0,123
51388,2,0,12,0,1,1,123
51389,2,0,15,1,1,7,187
51390,2,0,23,1,3,7,140
51391,2,0,,1,15,8,295
51392,1,0,20,0,8,7,146
51393,5,0,21,0,1,0,130
51394,5,1,21,1,1,8,158
51395,2,0,19,1,1,1,123
51396,10,1,13,0,1,0,154
51397,2,1,13,0,2,2,134
51398,6,1,21,1,1,3,155
51399,3,1,13,1,2,3,199
51400,8,1,19,0,1,0,142
51401,2,1,12,3,,12,235
51402,2,0,22,0,1,8,191
51403,4,1,15,0,2,2,140
51404,4,0,22,0,1,7,159
51405,2,0,18,0,1,7,160
51406,2,1,22,5,7,8,162
51407,2,0,11,6,9,9,124
51408,6,1,12,,13,8,287
51409,8,0,11,6,7,9,176
51410,2,0,13,7,12,8,201
51411,3,1,14,1,,2,248
51412,2,0,13,1,1,3,165
51413,3,0,17,0,1,0,197
51414,5,0,13,0,1,2,122
51415,1,1,17,1,1,0,134
51416,8,0,11,1,1,3,155
51417,1,0,23,1,1,4,127
51418,2,0,17,1,1,0,125
51419,2,0,17,1,1,9,162
51420,4,0,12,0,1,0,130
51421,2,0,23,1,1,8,144
51422,1,0,14,1,2,8,143
51423,5,1,14,1,,0,232
51424,5,0,13,0,,2,237
51425,2,1,22,1,1,2,150
51426,2,1,12,1,3,0,151
51427,2,0,18,1,1,4,129
51428,4,0,14,0,1,0,202
51429,8,1,12,0,1,9,153
51430,2,0,15,1,1,3,143
51431,5,0,11,0,1,2,173
51432,4,0,13,1,1,0,123
51433,4,0,23,1,1,3,121
51434,2,0,19,3,10,8,142
51435,2,0,16,3,4,7,196
51436,2,0,22,5,,11,235
51437,1,1,22,0,1,0,154
51438,2,1,12,2,2,7,152
51439,3,1,13,4,9,5,207
51440,2,0,16,5,5,7,150
51441,10,0,12,0,,3,235
51442,1,0,21,0,1,2,150
51443,2,0,15,0,1,4,142
51444,1,0,13,0,,8,239
51445,5,0,12,0,1,2,120
51446,5,1,22,0,1,2,121
51447,2,0,13,0,1,0,130
51448,2,1,18,0,1,0,129
51449,2,0,14,0,2,10,148
51450,6,0,14,1,1,0,152
51451,10,0,21,,2,2,288
51452,4,1,19,,1,7,282
51453,2,1,11,0,1,3,157
51454,2,0,11,0,2,1,129
51455,2,0,15,1,1,0,129
51456,4,0,20,4,12,8,175
51457,2,1,24,1,1,6,161
51458,3,1,12,,4,4,273
51459,1,0,12,0,1,2,128
51460,7,0,15,1,1,0,145
51461,3,0,12,0,1,3,174
51462,3,0,12,2,5,,216
51463,1,0,14,0,2,8,197
51464,6,0,22,0,1,0,128
51465,2,1,12,,4,12,270
51466,2,0,25,0,1,9,126
51467,1,0,13,0,1,7,161
51468,10,1,18,3,4,3,150
51469,8,0,,8,15,15,295
51470,5,1,18,0,7,7,162
51471,2,0,19,2,4,3,124
51472,2,0,12,7,15,6,203
51473,2,1,19,1,1,0,117
51474,1,0,14,2,2,1,125
51475,2,0,14,5,5,11,166
51476,5,0,12,0,1,2,147
51477,5,0,11,1,2,1,192
51478,4,1,11,0,2,2,146
51479,4,1,13,0,1,7,182
51480,2,0,23,2,5,7,129
51481,7,0,20,0,1,1,149
51482,3,0,15,1,1,3,207
51483,5,0,14,5,5,9,159
51484,3,0,18,1,2,2,186
51485,1,1,19,4,4,7,163
51486,8,0,22,1,1,4,142
51487,6,0,13,1,1,3,135
51488,4,1,20,2,2,2,143
51489,2,0,14,1,1,4,126
51490,1,0,17,0,1,7,147
51491,6,0,14,0,2,30,132
51492,1,0,13,0,1,2,127
51493,5,0,13,,7,7,272
51494,3,0,21,0,1,4,122
51495,2,0,14,1,1,0,115
51496,2,0,11,0,2,13,156
51497,2,0,13,0,1,6,173
51498,3,1,20,0,4,5,123
51499,9,0,18,1,1,15,123
51500,2,0,14,2,3,7,190
51501,2,0,13,0,1,9,143
51502,3,0,17,1,1,0,161
51503,5,1,20,1,1,0,133
51504,8,0,11,1,2,11,209
51505,7,0,18,0,1,2,122
51506,2,0,24,2,2,2,123
51507,7,0,18,2,2,2,120
51508,2,0,11,0,1,2,127
51509,4,1,16,1,1,4,194
51510,2,1,15,0,1,1,126
51511,4,0,,0,4,4,299
51512,5,0,12,1,1,8,125
51513,3,0,12,1,7,4,194
51514,5,0,22,0,1,7,187
51515,4,0,20,0,1,4,130
51516,1,1,16,0,1,1,131
51517,1,0,21,1,1,0,123
51518,5,0,12,2,7,2,121
51519,2,0,11,5,6,10,131
51520,5,1,11,0,1,3,150
51521,5,1,18,2,2,2,143
51522,1,0,14,1,1,2,125
51523,2,0,22,1,1,0,111
51524,2,0,25,8,15,7,205
51525,2,0,12,1,2,1,123
51526,9,1,23,1,1,2,139
51527,3,0,15,0,1,2,123
51528,2,1,22,0,1,2,131
51529,3,0,15,1,1,2,137
51530,2,0,11,1,1,3,145
51531,2,0,13,1,1,6,128
51532,2,0,14,,9,9,290
51533,9,0,11,,2,15,287
51534,2,0,17,0,1,9,195
51535,4,0,18,1,,0,237
51536,1,0,,7,11,9,300
51537,2,0,16,0,1,3,123
51538,4,1,13,1,1,1,159
51539,5,0,14,1,2,2,121
51540,10,0,23,,11,8,268
51541,2,1,12,1,1,7,136
51542,6,0,11,0,1,2,144
51543,3,0,16,0,1,2,153
51544,10,0,14,1,1,0,166
51545,4,0,18,0,1,7,163
51546,6,0,19,2,2,0,143
51547,2,1,15,0,1,7,168
51548,2,1,17,2,2,0,138
51549,9,1,15,3,3,7,127
51550,8,1,19,1,1,0,167
51551,2,0,22,0,1,9,176
51552,2,1,16,2,2,2,123
51553,2,0,13,0,1,7,122
51554,10,0,14,0,1,2,149
51555,8,0,16,0,1,3,194
51556,2,0,11,6,9,8,204
51557,2,0,22,4,5,8,185
51558,2,0,14,1,1,7,200
51559,6,0,16,2,4,,225
51560,6,1,11,0,1,4,127
51561,4,1,18,0,,0,236
51562,6,0,15,1,1,1,167
51563,1,0,14,0,1,5,121
51564,7,0,12,5,12,8,189
51565,3,0,14,1,1,5,159
51566,9,0,16,2,3,7,159
51567,7,0,21,0,1,1,126
51568,2,1,14,1,1,,222
51569,1,0,12,1,5,13,206
51570,1,0,12,0,1,4,143
51571,4,0,17,0,1,0,122
51572,5,0,17,3,5,8,128
51573,2,0,14,4,4,1,179
51574,2,0,14,1,1,8,188
51575,2,1,13,0,1,1,124
51576,8,0,15,2,2,2,132
51577,2,0,,0,11,15,292
51578,9,0,17,0,2,2,123
51579,4,0,,1,1,6,295
51580,6,1,13,1,1,4,124
51581,6,1,22,0,,9,261
51582,8,0,20,1,1,7,127
51583,2,1,18,,15,12,291
51584,3,0,11,1,1,2,139
51585,1,1,14,0,1,2,137
51586,8,0,14,1,1,2,122
51587,1,0,18,2,2,2,145
51588,3,0,16,0,1,0,131
51589,2,0,17,2,4,7,133
51590,1,0,,1,1,7,292
51591,10,0,12,2,,2,237
51592,2,0,13,0,1,2,129
51593,7,0,13,0,5,9,160
51594,3,0,14,0,1,2,139
51595,5,0,17,1,1,2,164
51596,7,0,11,0,1,0,200
51597,1,0,25,6,11,,209
51598,2,0,19,1,1,5,123
51599,4,1,13,1,1,2,165
51600,3,0,14,1,1,2,169
51601,1,0,12,1,1,2,149
51602,1,1,11,7,7,8,126
51603,1,0,,3,3,9,294
51604,2,0,11,1,1,0,127
51605,1,0,11,0,1,4,135
51606,2,0,20,0,1,3,128
51607,4,0,18,1,7,5,152
51608,5,0,13,0,1,4,122
51609,4,1,12,,7,7,269
51610,3,0,11,0,1,0,135
51611,3,0,19,1,1,0,166
51612,1,0,21,0,7,8,156
51613,2,0,12,1,1,5,140
51614,1,1,14,2,,10,235
51615,1,0,11,1,10,11,132
51616,1,1,14,,4,13,290
51617,2,1,12,4,9,,218
51618,2,0,23,1,1,4,121
51619,5,0,14,1,1,1,165
51620,2,0,17,1,1,0,132
51621,3,1,18,0,,2,236
51622,8,0,18,5,6,,220
51623,2,1,24,4,7,7,156
51624,2,0,20,1,1,4,164
51625,4,0,14,,1,6,291
51626,4,1,16,,1,3,276
51627,2,0,25,6,11,6,149
51628,2,0,18,0,1,9,146
51629,4,1,19,0,1,8,154
51630,2,1,13,1,3,3,147
51631,2,0,12,1,5,7,121
51632,4,1,22,0,1,0,132
51633,10,0,14,0,1,2,157
51634,3,1,13,1,1,2,124
51635,2,0,21,1,1,2,133
51636,10,1,11,,1,2,287
51637,5,0,12,2,7,7,145
51638,2,0,11,0,2,2,128
51639,2,1,12,4,7,4,158
51640,2,1,12,0,1,2,123
51641,6,0,14,3,,8,235
51642,2,0,13,1,1,0,114
51643,1,0,15,3,6,9,180
51644,5,0,18,1,1,0,137
51645,6,0,18,0,1,2,155
51646,2,0,19,1,,4,260
51647,2,0,12,0,1,0,112
51648,1,0,19,0,1,7,157
51649,5,0,11,3,7,7,169
